DateTime,GroupID,RoomTemperatureDegF,BulbTemperatureDegF,TestNumber
4/6/2016 16:44,T,75.56,0,0
4/6/2016 16:45,T,75.56,0,0
4/6/2016 16:46,T,75.56,0,0
4/6/2016 16:47,T,75.56,0,0
4/6/2016 16:48,T,75.56,0,0
4/6/2016 16:49,T,75.56,0,0
4/6/2016 16:50,T,75.56,0,0
4/6/2016 16:51,T,75.56,0,0
4/6/2016 16:52,T,75.69,0,0
4/6/2016 16:53,T,75.69,0,0
4/6/2016 16:54,T,75.69,0,0
4/6/2016 16:55,T,75.43,0,0
4/6/2016 16:56,T,75.43,0,0
4/6/2016 16:57,T,75.43,0,0
4/6/2016 16:58,T,75.43,0,0
4/6/2016 16:59,T,75.43,0,0
4/6/2016 17:00,T,75.43,0,0
4/6/2016 17:01,T,75.43,0,0
4/6/2016 17:02,T,75.43,0,0
4/6/2016 17:03,T,75.43,0,0
4/6/2016 17:04,T,75.43,0,0
4/6/2016 17:05,T,75.43,0,0
4/6/2016 17:06,T,75.43,0,0
4/6/2016 17:07,T,75.43,0,0
4/6/2016 17:08,T,75.43,0,0
4/6/2016 17:09,T,75.43,0,0
4/6/2016 17:10,T,75.43,0,0
4/6/2016 17:11,T,75.43,0,0
4/6/2016 17:12,T,75.47,0,0
4/6/2016 17:13,T,75.47,0,0
4/6/2016 17:14,T,75.47,0,0
4/6/2016 17:15,T,75.47,0,0
4/6/2016 17:16,T,75.21,0,0
4/6/2016 17:17,T,75.21,0,0
4/6/2016 17:18,T,75.21,0,0
4/6/2016 17:19,T,75.21,0,0
4/6/2016 17:20,T,75.21,0,0
4/6/2016 17:21,T,75.21,0,0
4/6/2016 17:22,T,75.21,0,0
4/6/2016 17:23,T,75.21,0,0
4/6/2016 17:24,T,75.21,0,0
4/6/2016 17:25,T,75.21,0,0
4/6/2016 17:26,T,75.21,0,0
4/6/2016 17:27,T,75.21,0,0
4/6/2016 17:28,T,75.21,0,0
4/6/2016 17:29,T,75.21,0,0
4/6/2016 17:30,T,75.21,0,0
4/6/2016 17:31,T,75.21,0,0
4/6/2016 17:32,T,75.21,0,0
4/6/2016 17:33,T,75.21,0,0
4/6/2016 17:34,T,75.21,0,0
4/6/2016 17:35,T,75.21,0,0
4/6/2016 17:36,T,75.21,0,0
4/6/2016 17:37,T,75.21,0,0
4/6/2016 17:38,T,75.21,0,0
4/6/2016 17:39,T,75.21,0,0
4/6/2016 17:40,T,75.21,0,0
4/6/2016 17:41,T,75.21,0,0
4/6/2016 17:42,T,75.21,0,0
4/6/2016 17:42,D,,86.29,1
4/6/2016 17:42,D,,84.57,1
4/6/2016 17:43,D,,85.98,1
4/6/2016 17:43,D,,87.38,1
4/6/2016 17:43,D,,88.22,1
4/6/2016 17:43,T,75.21,0,0
4/6/2016 17:43,D,,88.75,1
4/6/2016 17:43,D,,89.54,1
4/6/2016 17:43,D,,89.93,1
4/6/2016 17:44,D,,87.74,1
4/6/2016 17:44,D,,85.32,1
4/6/2016 17:44,D,,84.88,1
4/6/2016 17:44,T,75.21,0,0
4/6/2016 17:44,D,,86.95,1
4/6/2016 17:44,D,,88.31,1
4/6/2016 17:44,D,,89.32,1
4/6/2016 17:45,D,,89.93,1
4/6/2016 17:45,D,,90.15,1
4/6/2016 17:45,D,,88.26,1
4/6/2016 17:45,T,75.21,0,0
4/6/2016 17:45,D,,85.45,1
4/6/2016 17:45,D,,84.88,1
4/6/2016 17:45,D,,85.85,1
4/6/2016 17:46,D,,87.43,1
4/6/2016 17:46,D,,87.87,1
4/6/2016 17:46,D,,88.4,1
4/6/2016 17:46,T,75.21,0,0
4/6/2016 17:46,D,,88.44,1
4/6/2016 17:46,D,,88.48,1
4/6/2016 17:46,D,,88.97,1
4/6/2016 17:47,D,,89.76,1
4/6/2016 17:47,D,,89.85,1
4/6/2016 17:47,T,75.21,0,0
4/6/2016 17:47,D,,89.93,1
4/6/2016 17:47,D,,89.93,1
4/6/2016 17:47,D,,89.93,1
4/6/2016 17:48,D,,89.93,1
4/6/2016 17:48,D,,89.71,1
4/6/2016 17:48,D,,89.49,1
4/6/2016 17:48,T,75.21,0,0
4/6/2016 17:48,D,,89.49,1
4/6/2016 17:48,D,,89.54,1
4/6/2016 17:48,D,,89.58,1
4/6/2016 17:49,D,,89.58,1
4/6/2016 17:49,D,,89.63,1
4/6/2016 17:49,D,,89.8,1
4/6/2016 17:49,T,75.21,0,0
4/6/2016 17:49,D,,89.49,1
4/6/2016 17:49,D,,86.73,1
4/6/2016 17:49,D,,84.57,1
4/6/2016 17:50,D,,85.23,1
4/6/2016 17:50,D,,85.89,1
4/6/2016 17:50,D,,86.77,1
4/6/2016 17:50,T,75.21,0,0
4/6/2016 17:50,D,,87.96,1
4/6/2016 17:50,D,,88.84,1
4/6/2016 17:50,D,,89.14,1
4/6/2016 17:51,D,,89.98,1
4/6/2016 17:51,D,,87.34,1
4/6/2016 17:51,D,,85.54,1
4/6/2016 17:51,T,75.21,0,0
4/6/2016 17:51,D,,85.36,1
4/6/2016 17:51,D,,86.55,1
4/6/2016 17:51,D,,87.21,1
4/6/2016 17:52,D,,88.44,1
4/6/2016 17:52,D,,89.05,1
4/6/2016 17:52,D,,89.54,1
4/6/2016 17:52,T,75.21,0,0
4/6/2016 17:52,D,,90.15,1
4/6/2016 17:52,D,,87.96,1
4/6/2016 17:52,D,,85.45,1
4/6/2016 17:53,D,,84.48,1
4/6/2016 17:53,D,,85.63,1
4/6/2016 17:53,D,,86.64,1
4/6/2016 17:53,T,75.21,0,0
4/6/2016 17:53,D,,87.78,1
4/6/2016 17:53,D,,88.75,1
4/6/2016 17:53,D,,89.32,1
4/6/2016 17:54,D,,89.63,1
4/6/2016 17:54,D,,89.71,1
4/6/2016 17:54,D,,89.58,1
4/6/2016 17:54,T,75.21,0,0
4/6/2016 17:54,D,,87.43,1
4/6/2016 17:54,D,,85.76,1
4/6/2016 17:54,D,,84.92,1
4/6/2016 17:55,D,,86.11,1
4/6/2016 17:55,D,,87.56,1
4/6/2016 17:55,D,,88.88,1
4/6/2016 17:55,T,75.21,0,0
4/6/2016 17:55,D,,89.93,1
4/6/2016 17:55,D,,88.66,1
4/6/2016 17:55,D,,86.68,1
4/6/2016 17:56,D,,84.57,1
4/6/2016 17:56,D,,86.2,1
4/6/2016 17:56,D,,87.12,1
4/6/2016 17:56,T,75.21,0,0
4/6/2016 17:56,D,,88.53,1
4/6/2016 17:56,D,,88.75,1
4/6/2016 17:56,D,,89.32,1
4/6/2016 17:57,D,,89.76,1
4/6/2016 17:57,D,,88.75,1
4/6/2016 17:57,D,,86.46,1
4/6/2016 17:57,T,75.21,0,0
4/6/2016 17:57,D,,84.88,1
4/6/2016 17:57,D,,85.36,1
4/6/2016 17:57,D,,87.16,1
4/6/2016 17:58,D,,88.66,1
4/6/2016 17:58,D,,88.75,1
4/6/2016 17:58,D,,89.36,1
4/6/2016 17:58,T,75.21,0,0
4/6/2016 17:58,D,,89.63,1
4/6/2016 17:58,D,,89.32,1
4/6/2016 17:58,D,,86.73,1
4/6/2016 17:59,D,,85.1,1
4/6/2016 17:59,D,,85.54,1
4/6/2016 17:59,D,,87.65,1
4/6/2016 17:59,T,75.21,0,0
4/6/2016 17:59,D,,88.44,1
4/6/2016 17:59,D,,89.36,1
4/6/2016 17:59,D,,90.29,1
4/6/2016 18:00,D,,88.09,1
4/6/2016 18:00,D,,85.89,1
4/6/2016 18:00,D,,84.53,1
4/6/2016 18:00,T,75.21,0,0
4/6/2016 18:00,D,,85.8,1
4/6/2016 18:00,D,,87.21,1
4/6/2016 18:00,D,,88.04,1
4/6/2016 18:01,D,,89.14,1
4/6/2016 18:01,D,,89.27,1
4/6/2016 18:01,D,,89.71,1
4/6/2016 18:01,T,75.21,0,0
4/6/2016 18:01,D,,89.54,1
4/6/2016 18:01,D,,87.21,1
4/6/2016 18:01,D,,85.32,1
4/6/2016 18:02,D,,85.23,1
4/6/2016 18:02,D,,86.73,1
4/6/2016 18:02,D,,87.87,1
4/6/2016 18:02,T,75.21,0,0
4/6/2016 18:02,D,,88.44,1
4/6/2016 18:02,D,,88.97,1
4/6/2016 18:02,D,,89.49,1
4/6/2016 18:03,D,,90.02,1
4/6/2016 18:03,D,,87.65,1
4/6/2016 18:03,D,,85.14,1
4/6/2016 18:03,T,75.21,0,0
4/6/2016 18:03,D,,85.14,1
4/6/2016 18:03,D,,86.42,1
4/6/2016 18:03,D,,87.34,1
4/6/2016 18:04,D,,88.97,1
4/6/2016 18:04,D,,90.07,1
4/6/2016 18:04,D,,88.26,1
4/6/2016 18:04,T,75.21,0,0
4/6/2016 18:04,D,,85.76,1
4/6/2016 18:04,D,,84.7,1
4/6/2016 18:04,D,,85.89,1
4/6/2016 18:05,D,,87.43,1
4/6/2016 18:05,D,,88.7,1
4/6/2016 18:05,D,,90.07,1
4/6/2016 18:05,T,75.21,0,0
4/6/2016 18:05,D,,88.48,1
4/6/2016 18:05,D,,86.55,1
4/6/2016 18:05,D,,84.92,1
4/6/2016 18:06,D,,85.67,1
4/6/2016 18:06,D,,87.43,1
4/6/2016 18:06,D,,88.48,1
4/6/2016 18:06,T,75.21,0,0
4/6/2016 18:06,D,,89.14,1
4/6/2016 18:06,D,,89.36,1
4/6/2016 18:06,D,,89.85,1
4/6/2016 18:07,D,,88.88,1
4/6/2016 18:07,D,,86.55,1
4/6/2016 18:07,D,,85.01,1
4/6/2016 18:07,T,75.21,0,0
4/6/2016 18:07,D,,85.36,1
4/6/2016 18:07,D,,87.16,1
4/6/2016 18:07,D,,88.44,1
4/6/2016 18:08,D,,89.71,1
4/6/2016 18:08,D,,89.41,1
4/6/2016 18:08,D,,87.12,1
4/6/2016 18:08,T,75.21,0,0
4/6/2016 18:08,D,,85.14,1
4/6/2016 18:08,D,,85.36,1
4/6/2016 18:08,D,,87.16,1
4/6/2016 18:09,D,,87.52,1
4/6/2016 18:09,D,,86.99,1
4/6/2016 18:09,D,,87.3,1
4/6/2016 18:09,T,75.21,0,0
4/6/2016 18:09,D,,87.74,1
4/6/2016 18:09,D,,88.31,1
4/6/2016 18:09,D,,89.49,1
4/6/2016 18:10,D,,90.02,1
4/6/2016 18:10,D,,88.53,1
4/6/2016 18:10,D,,86.46,1
4/6/2016 18:10,T,75.21,0,0
4/6/2016 18:10,D,,85.01,1
4/6/2016 18:10,D,,85.89,1
4/6/2016 18:10,D,,87.82,1
4/6/2016 18:11,D,,89.19,1
4/6/2016 18:11,D,,90.15,1
4/6/2016 18:11,D,,88.26,1
4/6/2016 18:11,T,75.21,0,0
4/6/2016 18:11,D,,86.46,1
4/6/2016 18:11,D,,84.44,1
4/6/2016 18:11,D,,85.01,1
4/6/2016 18:12,D,,86.02,1
4/6/2016 18:12,D,,87.34,1
4/6/2016 18:12,D,,87.96,1
4/6/2016 18:12,T,75.21,0,0
4/6/2016 18:12,D,,88.75,1
4/6/2016 18:12,D,,89.36,1
4/6/2016 18:12,D,,89.98,1
4/6/2016 18:13,D,,88.18,1
4/6/2016 18:13,D,,86.2,1
4/6/2016 18:13,D,,85.01,1
4/6/2016 18:13,T,75.21,0,0
4/6/2016 18:13,D,,85.32,1
4/6/2016 18:13,D,,86.95,1
4/6/2016 18:13,D,,87.65,1
4/6/2016 18:14,D,,88.26,1
4/6/2016 18:14,D,,88.53,1
4/6/2016 18:14,D,,88.88,1
4/6/2016 18:14,T,75.21,0,0
4/6/2016 18:14,D,,88.88,1
4/6/2016 18:14,D,,88.88,1
4/6/2016 18:14,D,,89.19,1
4/6/2016 18:15,D,,89.27,1
4/6/2016 18:15,D,,89.98,1
4/6/2016 18:15,D,,88.4,1
4/6/2016 18:15,T,75.21,0,0
4/6/2016 18:15,D,,85.76,1
4/6/2016 18:15,D,,84.88,1
4/6/2016 18:15,D,,86.68,1
4/6/2016 18:16,D,,87.78,1
4/6/2016 18:16,D,,88.31,1
4/6/2016 18:16,D,,89.19,1
4/6/2016 18:16,T,75.21,0,0
4/6/2016 18:16,D,,89.76,1
4/6/2016 18:16,D,,89.63,1
4/6/2016 18:16,D,,87.52,1
4/6/2016 18:17,D,,86.02,1
4/6/2016 18:17,D,,84.66,1
4/6/2016 18:17,D,,85.45,1
4/6/2016 18:17,T,75.21,0,0
4/6/2016 18:17,D,,86.68,1
4/6/2016 18:17,D,,87.3,1
4/6/2016 18:17,D,,88.09,1
4/6/2016 18:18,D,,88.44,1
4/6/2016 18:18,D,,89.32,1
4/6/2016 18:18,D,,89.63,1
4/6/2016 18:18,T,75.21,0,0
4/6/2016 18:18,D,,90.24,1
4/6/2016 18:18,D,,88.31,1
4/6/2016 18:18,D,,86.2,1
4/6/2016 18:19,D,,84.57,1
4/6/2016 18:19,D,,86.07,1
4/6/2016 18:19,D,,87.43,1
4/6/2016 18:19,T,75.21,0,0
4/6/2016 18:19,D,,88.75,1
4/6/2016 18:19,D,,89.49,1
4/6/2016 18:19,D,,89.76,1
4/6/2016 18:20,D,,89.85,1
4/6/2016 18:20,D,,89.98,1
4/6/2016 18:20,D,,87.56,1
4/6/2016 18:20,T,75.21,0,0
4/6/2016 18:20,D,,85.41,1
4/6/2016 18:20,D,,85.01,1
4/6/2016 18:20,D,,86.46,1
4/6/2016 18:21,D,,87.87,1
4/6/2016 18:21,D,,88.31,1
4/6/2016 18:21,D,,88.97,1
4/6/2016 18:21,T,75.21,0,0
4/6/2016 18:21,D,,89.32,1
4/6/2016 18:21,D,,89.32,1
4/6/2016 18:21,D,,89.54,1
4/6/2016 18:22,D,,89.76,1
4/6/2016 18:22,D,,86.95,1
4/6/2016 18:22,D,,85.36,1
4/6/2016 18:22,T,75.21,0,0
4/6/2016 18:22,D,,85.01,1
4/6/2016 18:22,D,,86.99,1
4/6/2016 18:22,D,,88.18,1
4/6/2016 18:23,D,,88.97,1
4/6/2016 18:23,D,,89.63,1
4/6/2016 18:23,D,,89.63,1
4/6/2016 18:23,T,75.21,0,0
4/6/2016 18:23,D,,86.9,1
4/6/2016 18:23,D,,85.32,1
4/6/2016 18:24,D,,85.32,1
4/6/2016 18:24,D,,87.3,1
4/6/2016 18:24,D,,88.18,1
4/6/2016 18:24,D,,89.49,1
4/6/2016 18:24,T,75.21,0,0
4/6/2016 18:24,D,,90.07,1
4/6/2016 18:24,D,,87.65,1
4/6/2016 18:25,D,,85.85,1
4/6/2016 18:25,D,,84.7,1
4/6/2016 18:25,D,,86.07,1
4/6/2016 18:25,D,,87.34,1
4/6/2016 18:25,T,75.21,0,0
4/6/2016 18:25,D,,88.66,1
4/6/2016 18:25,D,,89.41,1
4/6/2016 18:26,D,,89.71,1
4/6/2016 18:26,D,,90.24,1
4/6/2016 18:26,D,,87.74,1
4/6/2016 18:26,D,,85.76,1
4/6/2016 18:26,T,75.21,0,0
4/6/2016 18:26,D,,84.57,1
4/6/2016 18:26,D,,86.11,1
4/6/2016 18:27,D,,87.74,1
4/6/2016 18:27,D,,88.75,1
4/6/2016 18:27,D,,89.41,1
4/6/2016 18:27,D,,90.07,1
4/6/2016 18:27,T,75.21,0,0
4/6/2016 18:27,D,,87.74,1
4/6/2016 18:27,D,,84.97,1
4/6/2016 18:28,D,,84.13,1
4/6/2016 18:28,D,,85.36,1
4/6/2016 18:28,D,,86.29,1
4/6/2016 18:28,D,,87.16,1
4/6/2016 18:28,T,75.21,0,0
4/6/2016 18:28,D,,88.53,1
4/6/2016 18:28,D,,89.27,1
4/6/2016 18:29,D,,89.58,1
4/6/2016 18:29,D,,89.93,1
4/6/2016 18:29,D,,90.07,1
4/6/2016 18:29,D,,88.53,1
4/6/2016 18:29,T,75.21,0,0
4/6/2016 18:29,D,,86.07,1
4/6/2016 18:29,D,,84.7,1
4/6/2016 18:30,D,,86.11,1
4/6/2016 18:30,D,,87.12,1
4/6/2016 18:30,D,,88.18,1
4/6/2016 18:30,T,75.21,0,0
4/6/2016 18:30,D,,88.84,1
4/6/2016 18:30,D,,89.32,1
4/6/2016 18:30,D,,89.93,1
4/6/2016 18:31,D,,89.36,1
4/6/2016 18:31,D,,86.9,1
4/6/2016 18:31,D,,85.1,1
4/6/2016 18:31,T,75.21,0,0
4/6/2016 18:31,D,,84.92,1
4/6/2016 18:31,D,,86.77,1
4/6/2016 18:31,D,,88.18,1
4/6/2016 18:32,D,,89.41,1
4/6/2016 18:32,D,,89.93,1
4/6/2016 18:32,D,,90.2,1
4/6/2016 18:32,T,75.21,0,0
4/6/2016 18:32,D,,88.09,1
4/6/2016 18:32,D,,85.45,1
4/6/2016 18:32,D,,85.01,1
4/6/2016 18:33,D,,86.77,1
4/6/2016 18:33,D,,88.22,1
4/6/2016 18:33,D,,88.92,1
4/6/2016 18:33,T,75.21,0,0
4/6/2016 18:33,D,,89.93,1
4/6/2016 18:33,D,,88.44,1
4/6/2016 18:33,D,,86.02,1
4/6/2016 18:34,D,,84.79,1
4/6/2016 18:34,D,,86.02,1
4/6/2016 18:34,D,,87.21,1
4/6/2016 18:34,T,75.21,0,0
4/6/2016 18:34,D,,88.22,1
4/6/2016 18:34,D,,89.1,1
4/6/2016 18:34,D,,89.71,1
4/6/2016 18:35,D,,89.19,1
4/6/2016 18:35,D,,86.55,1
4/6/2016 18:35,D,,84.88,1
4/6/2016 18:35,T,75.21,0,0
4/6/2016 18:35,D,,85.54,1
4/6/2016 18:35,D,,87.21,1
4/6/2016 18:35,D,,88.48,1
4/6/2016 18:36,D,,89.19,1
4/6/2016 18:36,D,,90.02,1
4/6/2016 18:36,D,,87.56,1
4/6/2016 18:36,T,75.21,0,0
4/6/2016 18:36,D,,85.58,1
4/6/2016 18:36,D,,85.45,1
4/6/2016 18:36,D,,86.68,1
4/6/2016 18:37,D,,87.96,1
4/6/2016 18:37,D,,89.05,1
4/6/2016 18:37,D,,89.49,1
4/6/2016 18:37,T,75.21,0,0
4/6/2016 18:37,D,,89.98,1
4/6/2016 18:37,D,,88.4,1
4/6/2016 18:37,D,,86.02,1
4/6/2016 18:38,D,,84.79,1
4/6/2016 18:38,D,,86.02,1
4/6/2016 18:38,D,,87.65,1
4/6/2016 18:38,T,75.21,0,0
4/6/2016 18:38,D,,89.27,1
4/6/2016 18:38,D,,90.02,1
4/6/2016 18:38,D,,88.09,1
4/6/2016 18:39,D,,85.85,1
4/6/2016 18:39,D,,84.53,1
4/6/2016 18:39,D,,86.07,1
4/6/2016 18:39,T,75.21,0,0
4/6/2016 18:39,D,,87.34,1
4/6/2016 18:39,D,,88.09,1
4/6/2016 18:39,D,,89.19,1
4/6/2016 18:40,D,,89.49,1
4/6/2016 18:40,D,,89.76,1
4/6/2016 18:40,D,,89.63,1
4/6/2016 18:40,T,75.21,0,0
4/6/2016 18:40,D,,87.12,1
4/6/2016 18:40,D,,85.14,1
4/6/2016 18:40,D,,85.14,1
4/6/2016 18:41,D,,86.55,1
4/6/2016 18:41,D,,87.78,1
4/6/2016 18:41,D,,88.62,1
4/6/2016 18:41,T,75.21,0,0
4/6/2016 18:41,D,,89.19,1
4/6/2016 18:41,D,,89.76,1
4/6/2016 18:41,D,,89.76,1
4/6/2016 18:42,D,,87.08,1
4/6/2016 18:42,D,,85.01,1
4/6/2016 18:42,D,,85.41,1
4/6/2016 18:42,T,75.21,0,0
4/6/2016 18:42,D,,87.12,1
4/6/2016 18:42,D,,88.62,1
4/6/2016 18:42,D,,89.76,1
4/6/2016 18:43,D,,89.76,1
4/6/2016 18:43,D,,87.3,1
4/6/2016 18:43,D,,84.88,1
4/6/2016 18:43,T,75.21,0,0
4/6/2016 18:43,D,,85.14,1
4/6/2016 18:43,D,,86.33,1
4/6/2016 18:43,D,,87.34,1
4/6/2016 18:44,D,,88.18,1
4/6/2016 18:44,D,,88.84,1
4/6/2016 18:44,D,,89.27,1
4/6/2016 18:44,T,75.21,0,0
4/6/2016 18:44,D,,89.98,1
4/6/2016 18:44,D,,88.44,1
4/6/2016 18:44,D,,86.02,1
4/6/2016 18:45,D,,84.57,1
4/6/2016 18:45,D,,86.02,1
4/6/2016 18:45,D,,87.3,1
4/6/2016 18:45,T,75.21,0,0
4/6/2016 18:45,D,,88.18,1
4/6/2016 18:45,D,,88.97,1
4/6/2016 18:45,D,,89.93,1
4/6/2016 18:46,D,,89.19,1
4/6/2016 18:46,D,,86.73,1
4/6/2016 18:46,D,,84.92,1
4/6/2016 18:46,T,75.21,0,0
4/6/2016 18:46,D,,85.58,1
4/6/2016 18:46,D,,87.16,1
4/6/2016 18:46,D,,88.04,1
4/6/2016 18:47,D,,89.36,1
4/6/2016 18:47,D,,90.15,1
4/6/2016 18:47,D,,87.87,1
4/6/2016 18:47,T,75.21,0,0
4/6/2016 18:47,D,,85.58,1
4/6/2016 18:47,D,,84.75,1
4/6/2016 18:47,D,,86.33,1
4/6/2016 18:48,D,,87.43,1
4/6/2016 18:48,D,,88.48,1
4/6/2016 18:48,D,,89.19,1
4/6/2016 18:48,T,75.21,0,0
4/6/2016 18:48,D,,89.98,1
4/6/2016 18:48,D,,88.97,1
4/6/2016 18:48,D,,86.64,1
4/6/2016 18:49,D,,84.97,1
4/6/2016 18:49,D,,86.02,1
4/6/2016 18:49,D,,87.52,1
4/6/2016 18:49,T,75.21,0,0
4/6/2016 18:49,D,,88.4,1
4/6/2016 18:49,D,,89.54,1
4/6/2016 18:49,D,,90.07,1
4/6/2016 18:50,D,,88.18,1
4/6/2016 18:50,D,,86.11,1
4/6/2016 18:50,D,,84.66,1
4/6/2016 18:50,T,75.21,0,0
4/6/2016 18:50,D,,85.45,1
4/6/2016 18:50,D,,86.99,1
4/6/2016 18:50,D,,88.09,1
4/6/2016 18:51,D,,88.66,1
4/6/2016 18:51,D,,89.19,1
4/6/2016 18:51,D,,89.49,1
4/6/2016 18:51,T,75.21,0,0
4/6/2016 18:51,D,,89.8,1
4/6/2016 18:51,D,,87.65,1
4/6/2016 18:51,D,,85.98,1
4/6/2016 18:52,D,,84.7,1
4/6/2016 18:52,D,,86.2,1
4/6/2016 18:52,D,,87.87,1
4/6/2016 18:52,T,75.21,0,0
4/6/2016 18:52,D,,88.75,1
4/6/2016 18:52,D,,89.49,1
4/6/2016 18:52,D,,90.15,1
4/6/2016 18:53,D,,88,1
4/6/2016 18:53,D,,86.11,1
4/6/2016 18:53,D,,84.66,1
4/6/2016 18:53,T,75.21,0,0
4/6/2016 18:53,D,,86.2,1
4/6/2016 18:53,D,,87.38,1
4/6/2016 18:53,D,,88.22,1
4/6/2016 18:54,D,,89.05,1
4/6/2016 18:54,D,,89.85,1
4/6/2016 18:54,D,,89.19,1
4/6/2016 18:54,T,75.21,0,0
4/6/2016 18:54,D,,87.12,1
4/6/2016 18:54,D,,85.58,1
4/6/2016 18:54,D,,84.88,1
4/6/2016 18:55,D,,86.73,1
4/6/2016 18:55,D,,88.44,1
4/6/2016 18:55,D,,89.32,1
4/6/2016 18:55,T,75.21,0,0
4/6/2016 18:55,D,,89.76,1
4/6/2016 18:55,D,,89.58,1
4/6/2016 18:55,D,,87.38,1
4/6/2016 18:56,D,,85.36,1
4/6/2016 18:56,D,,84.79,1
4/6/2016 18:56,D,,86.51,1
4/6/2016 18:56,T,75.21,0,0
4/6/2016 18:56,D,,87.82,1
4/6/2016 18:56,D,,88.48,1
4/6/2016 18:56,D,,89.71,1
4/6/2016 18:57,D,,89.05,1
4/6/2016 18:57,D,,86.55,1
4/6/2016 18:57,D,,84.35,1
4/6/2016 18:57,T,75.21,0,0
4/6/2016 18:57,D,,85.32,1
4/6/2016 18:57,D,,86.33,1
4/6/2016 18:57,D,,87.56,1
4/6/2016 18:58,D,,88.22,1
4/6/2016 18:58,D,,88.84,1
4/6/2016 18:58,D,,89.32,1
4/6/2016 18:58,T,75.21,0,0
4/6/2016 18:58,D,,89.63,1
4/6/2016 18:58,D,,89.8,1
4/6/2016 18:58,D,,87.34,1
4/6/2016 18:59,D,,85.32,1
4/6/2016 18:59,D,,85.01,1
4/6/2016 18:59,D,,86.68,1
4/6/2016 18:59,T,75.21,0,0
4/6/2016 18:59,D,,87.78,1
4/6/2016 18:59,D,,88.48,1
4/6/2016 19:00,D,,89.32,1
4/6/2016 19:00,D,,89.85,1
4/6/2016 19:00,D,,89.93,1
4/6/2016 19:00,D,,87.38,1
4/6/2016 19:00,T,75.21,0,0
4/6/2016 19:00,D,,85.36,1
4/6/2016 19:00,D,,84.79,1
4/6/2016 19:01,D,,86.46,1
4/6/2016 19:01,D,,87.65,1
4/6/2016 19:01,D,,88.53,1
4/6/2016 19:01,D,,89.49,1
4/6/2016 19:01,T,75.21,0,0
4/6/2016 19:01,D,,89.93,1
4/6/2016 19:01,D,,87.87,1
4/6/2016 19:02,D,,86.46,1
4/6/2016 19:02,D,,85.14,1
4/6/2016 19:02,D,,85.45,1
4/6/2016 19:02,D,,87.12,1
4/6/2016 19:02,T,75.21,0,0
4/6/2016 19:02,D,,88.31,1
4/6/2016 19:02,D,,89.85,1
4/6/2016 19:03,D,,89.14,1
4/6/2016 19:03,D,,86.77,1
4/6/2016 19:03,D,,84.88,1
4/6/2016 19:03,D,,85.63,1
4/6/2016 19:03,T,75.21,0,0
4/6/2016 19:03,D,,87.38,1
4/6/2016 19:03,D,,88.18,1
4/6/2016 19:04,D,,89.1,1
4/6/2016 19:04,D,,89.41,1
4/6/2016 19:04,D,,89.98,1
4/6/2016 19:04,D,,88,1
4/6/2016 19:04,T,75.21,0,0
4/6/2016 19:04,D,,85.98,1
4/6/2016 19:04,D,,84.79,1
4/6/2016 19:05,D,,86.02,1
4/6/2016 19:05,D,,87.3,1
4/6/2016 19:05,D,,88.66,1
4/6/2016 19:05,D,,89.54,1
4/6/2016 19:05,T,75.21,0,0
4/6/2016 19:05,D,,89.63,1
4/6/2016 19:05,D,,87.21,1
4/6/2016 19:06,D,,85.54,1
4/6/2016 19:06,D,,85.1,1
4/6/2016 19:06,D,,87.12,1
4/6/2016 19:06,D,,88.75,1
4/6/2016 19:06,T,75.21,0,0
4/6/2016 19:06,D,,89.27,1
4/6/2016 19:06,D,,89.93,1
4/6/2016 19:07,D,,89.14,1
4/6/2016 19:07,D,,86.9,1
4/6/2016 19:07,D,,85.1,1
4/6/2016 19:07,D,,85.1,1
4/6/2016 19:07,T,75.21,0,0
4/6/2016 19:07,D,,87.08,1
4/6/2016 19:07,D,,88.26,1
4/6/2016 19:08,D,,89.1,1
4/6/2016 19:08,D,,90.2,1
4/6/2016 19:08,D,,88.62,1
4/6/2016 19:08,D,,86.55,1
4/6/2016 19:08,T,75.21,0,0
4/6/2016 19:08,D,,84.79,1
4/6/2016 19:08,D,,85.58,1
4/6/2016 19:09,D,,87.12,1
4/6/2016 19:09,D,,88.22,1
4/6/2016 19:09,D,,89.41,1
4/6/2016 19:09,D,,89.71,1
4/6/2016 19:09,T,75.21,0,0
4/6/2016 19:09,D,,89.71,1
4/6/2016 19:09,D,,87.74,1
4/6/2016 19:10,D,,86.11,1
4/6/2016 19:10,D,,84.79,1
4/6/2016 19:10,D,,85.8,1
4/6/2016 19:10,D,,87.08,1
4/6/2016 19:10,T,75.21,0,0
4/6/2016 19:10,D,,88.48,1
4/6/2016 19:10,D,,89.93,1
4/6/2016 19:11,D,,88.66,1
4/6/2016 19:11,D,,86.46,1
4/6/2016 19:11,D,,84.88,1
4/6/2016 19:11,D,,85.85,1
4/6/2016 19:11,T,75.21,0,0
4/6/2016 19:11,D,,87.34,1
4/6/2016 19:11,D,,88.48,1
4/6/2016 19:12,D,,89.1,1
4/6/2016 19:12,D,,89.93,1
4/6/2016 19:12,D,,88.88,1
4/6/2016 19:12,D,,86.24,1
4/6/2016 19:12,T,75.21,0,0
4/6/2016 19:12,D,,84.57,1
4/6/2016 19:12,D,,86.11,1
4/6/2016 19:13,D,,87.52,1
4/6/2016 19:13,D,,88.53,1
